시도명,시군구명,읍면동명,어트랙션,어트랙션 목록
서울특별시,중구,신당제5동,취미생활,"대성무역, 만족오케이, 르비엔, 미스티코, 오롯 한 나만의 시간, 그린아울"
서울특별시,중구,신당제5동,맛집,"우정, 금돼지식당, 뽕사부 약수역점, 주공, 그릴1492 본점, 태태삼겹 신당 2호점"
서울특별시,중구,신당제5동,카페,"퀸즈베리도넛하우스, 리사르커피, 커피그래, 펄시커피, RDBK COFFEE SHOW ROOM, 더설 약수본점"
서울특별시,중구,신당제5동,아이와함께,"키즈카페 몽슈슈, 다산어린이공원, 중구 하티붕붕놀이터, 남산타운문화체육센터 어린이도서관, 디키디키, 더가루 왕십리점"
서울특별시,중구,동화동,여행지,"청계천, 신당동떡볶이타운, 장충단공원, 흥인지문공원, 광희문, 대현산 장미원"
서울특별시,중구,동화동,볼거리/놀거리/명소,"동대문디자인플라자, 충무아트센터, 서울신라호텔 더 파크뷰, 우정, 장충체육관, 청계천"
서울특별시,중구,동화동,취미생활,"미스티코, 오롯 한 나만의 시간, 대성무역, 만족오케이, 그린아울, 황학 뜬구름연구소"
서울특별시,중구,동화동,맛집,"우정, 동래복국 본점, 삼겹살 전문점 대통령, 하우스 커피 앤 디저트, 평양면옥, 금돼지식당"
서울특별시,중구,동화동,카페,"하우스 커피 앤 디저트, 메일룸 신당, 태극당, 퀸즈베리도넛하우스, 리사르커피, 러시아케익"
서울특별시,중구,동화동,아이와함께,"삼겹살 전문점 대통령, 델리커리 동대문DDP점, 미미국수, 하이가쯔, 모모야 동대문 DDP점, 타코 까나스따 금호점"
서울특별시,중구,황학동,여행지,"황학동주방거리, 황학동중고가게거리, 중앙시장운영회, 낙산공원, 신당동떡볶이타운, 흥인지문공원"
서울특별시,중구,황학동,볼거리/놀거리/명소,"서울중앙시장, 황학동벼룩시장, 베네치아메가몰, 볼링볼링, 강지만골프아카데미 동대문점, 신당지하상가"
서울특별시,중구,황학동,취미생활,"황학 뜬구름연구소, 헤이온데이, 미스티코, 오롯 한 나만의 시간, 대성무역, 만족오케이"
서울특별시,중구,황학동,맛집,"헤이웨이브, 신당육, 옥경이네건생선, 포25, 계류관, 메일룸 신당, 난바스낵, 독주"
서울특별시,중구,황학동,카페,"메일룸 신당, 올로지, 레레플레이, 마일더스, 원써드, 한나식빵 황학동롯데캐슬점"
서울특별시,중구,황학동,아이와함께,"디키디키, 더가루 왕십리점, 릴리펏 현대시티아울렛동대문점, 헬로방방 행당역점, 키즈카페 몽슈슈, 한양도성박물관"
서울특별시,중구,중림동,여행지,"손기정체육공원, 서소문역사공원, 손기정기념관, 러닝러닝센터, 염천교수제화거리, 만리동정영국가옥"
서울특별시,중구,중림동,볼거리/놀거리/명소,"천주교중림동약현성당, 서소문성지역사박물관, 손기정체육공원, 서소문역사공원, GDR 골프존아카데미 실로암점, QED 골프아카데미 충정로 4호점"
서울특별시,중구,중림동,취미생활,"취미상점, 스카팩토리, 퐁슬리공방, 패턴119, 서울 클레이"
서울특별시,중구,중림동,맛집,"우이락 충정로점, 베러먼데이커피 서울역센트럴점, 유즈라멘, 중림장설렁탕, 서울부띠끄, 만리재 비스트로, 호수집, 더하우스1932"
서울특별시,중구,중림동,카페,"베러먼데이커피 서울역센트럴점, 더하우스1932, 드로우에스프레소바, 커피방앗간, 서울로 PH, 옵튼, 해피해피 브레드, 웁스커피"
서울특별시,중구,중림동,아이와함께,"서소문성지역사박물관, 손기정어린이도서관, 서울역사박물관, 국립기상박물관, 한국금융사박물관, 농업박물관"
서울특별시,용산구,후암동,여행지,"용산역사문화사회적협동조합, 안중근의사동상, 가을단풍길(소월로), 퇴계이황선생동상, 다산정약용선생동상, 조선신궁터"
서울특별시,용산구,후암동,볼거리/놀거리/명소,"수건과 화환, 서스테이너블 해빗 남산, 모듈러커피바, 더로열푸드앤드링크, 어반클리프, 마모에"
서울특별시,용산구,후암동,취미생활,"스카팩토리, 퐁슬리공방, 패턴119, 서이숲, 취미상점, 서울 클레이"
서울특별시,용산구,후암동,맛집,"정감어린, 카페 라쿠나, 도동집, 더백푸드트럭, 일미집, 어반클리프, 콤포타블 남산, 이 장소의 정보 더보기, 더로열푸드앤드링크"
서울특별시,용산구,후암동,카페,"카페 라쿠나, 어반클리프, 콤포타블 남산, 이 장소의 정보 더보기, 더로열푸드앤드링크, 써니브레드, TAFFIN, 카페후암동, 홍철책빵"
서울특별시,용산구,후암동,아이와함께,"용산역사문화사회적협동조합, 전쟁기념관, 전쟁기념관 어린이박물관, 서소문성지역사박물관, 한국은행 화폐박물관, 식민지역사박물관"
서울특별시,용산구,용산2가동,여행지,"N서울타워, 남산둘레길, 후암동108계단, 해방촌, 용산공원, 호네"
서울특별시,용산구,용산2가동,볼거리/놀거리/명소,"N서울타워, 스토리지북앤필름, 해방촌 신흥시장, 후암동108계단, 남산서울타워, 남산둘레길"
서울특별시,용산구,용산2가동,취미생활,"서이숲, 스카팩토리, 퐁슬리공방, 서정플라워, 취미상점, 위글아트갤러리"
서울특별시,용산구,용산2가동,맛집,"에그앤플라워, 보니스피자펍, 해방식당, 업스탠딩, 오잇, 오파토"
서울특별시,용산구,용산2가동,카페,"업스탠딩, 오잇, 해방공원, 쉘터 서울점, 코타티 해방촌, 눕카페&피자펍"
서울특별시,용산구,용산2가동,아이와함께,"국립중앙박물관, 전쟁기념관, 국립중앙박물관 어린이박물관, 국립한글박물관, 전쟁기념관 어린이박물관, 서소문성지역사박물관"
서울특별시,용산구,남영동,여행지,"광개토대왕릉비, 박종철기념관, 전쟁기념관옥외전시장, 가을단풍길(이태원로), 6.25상징조형물, 전쟁기념관전사자명비"
서울특별시,용산구,남영동,볼거리/놀거리/명소,"전쟁기념관, 전쟁기념관 어린이박물관, 크로스핏 남산, 롯데아울렛 서울역점, 문화카페산장, 카페드앙팡 남영점"
서울특별시,용산구,남영동,취미생활,"퐁슬리공방, 패턴119, 서이숲, 서정플라워, 누코스모스, 서울 클레이"
서울특별시,용산구,남영동,맛집,"별진, 육전면사무소 숙대입구역점, 오제제 서울역, 독립밀방 서울역, 고깃세, 남영돈, 남영동양문 본점, 초원"
서울특별시,용산구,남영동,카페,"COUCH, 수가, 때가이르매, 고라니커피클럽, 브릭샌드 서울역점, 미드스트오브플로우, 하라케이크, COUCH"
서울특별시,용산구,남영동,아이와함께,"전쟁기념관, 전쟁기념관 어린이박물관, 카페드앙팡 남영점, 식민지역사박물관, 과학동아천문대, 서울특별시교육청과학전시관 남산분관"
서울특별시,용산구,청파동,여행지,"서울다누림관광여행용보조기기대여소, 효창공원임정요인묘역, 숙명여자대학교 모두의거리, 쾌자, 국기복색소선및사절복색자장요람, 십장생수이층농"
서울특별시,용산구,청파동,볼거리/놀거리/명소,"식민지역사박물관, 놀숲 숙대입구점, 숙명여자대학교 문신미술관, 숙명여자대학교 제1캠퍼스, 르 꼬르동 블루 숙명 아카데미, 숙명여자대학교 정영양자수박물관"
서울특별시,용산구,청파동,취미생활,"스카팩토리, 퐁슬리공방, 패턴119, 누코스모스, 취미상점, 서울 클레이"
서울특별시,용산구,청파동,맛집,"쿳사 숙대, 상록수, 쌍대포소금구이 본점, 정, 와플하우스, 포36거리 숙대점, 만나칼국수, 쿳사 숙대"
서울특별시,용산구,청파동,카페,"쿳사 숙대, 와플하우스, 먼데이피크닉, 청파맨션, dear fine, 카페코지 숙명여대점, 을의커피, 블랙허니"
서울특별시,용산구,청파동,아이와함께,"식민지역사박물관, 숙명여자대학교 정영양자수박물관, 전쟁기념관, 전쟁기념관 어린이박물관, 자란다 키즈존, 서울특별시교육청과학전시관 남산분관"
서울특별시,용산구,원효로제1동,여행지,"신계역사공원, 열정도, 손기정선수옛집, 해님공원, 달님공원, 국립중앙박물관 극장 용"
서울특별시,용산구,원효로제1동,볼거리/놀거리/명소,"용산구문화체육센터, 열정도, 콤콤오락실 열정도점, 용산꿈나무도서관, 라면전문점, 신계역사공원"
서울특별시,용산구,원효로제1동,취미생활,"퐁슬리공방, 패턴119, 정원생활문화연구소, 서정플라워, 누코스모스, 서울 클레이"
서울특별시,용산구,원효로제1동,맛집,"이조순대국, 열정도고깃집, 단박왕돈까스, 오츠커피 용산점, 베이커리무이, 진미식당"
서울특별시,용산구,원효로제1동,카페,"오츠커피 용산점, 베이커리무이, 식캣사인, 쏠티캐빈 용산직영점, 바마셀, 오하요 도넛"
서울특별시,용산구,원효로제1동,아이와함께,"경의선숲길사랑방, 국립중앙박물관, 전쟁기념관, 국립중앙박물관 어린이박물관, 전쟁기념관 어린이박물관, 챔피언1250 아이파크몰 용산점"
서울특별시,용산구,원효로제2동,여행지,"용산신학교, 함석헌기념공원, 용산인쇄소직공파업시위지, 구용산수위관측소, 서울원효로의백송, 여의도 한강공원"
서울특별시,용산구,원효로제2동,볼거리/놀거리/명소,"원효로 다목적 실내체육관, 천주교용산성당, 원효로 예수성심성당, 뮤지컬해봄 뮤지컬댄스교습소, 용인대 탑복싱, 수정빵"
서울특별시,용산구,원효로제2동,취미생활,"정원생활문화연구소, 누코스모스"
서울특별시,용산구,원효로제2동,맛집,"아이오유, 위플168, 브런치카페 르플뢰브, 신라면옥원효점, 락희, 용산양다리"
서울특별시,용산구,원효로제2동,카페,"락희, 브런치카페 르플뢰브, 우리끼리 키즈카페 블럭마을 용산원효점, 미래, 제인스리틀쿠키숍, 테이블스 용산점"
서울특별시,용산구,원효로제2동,아이와함께,"챔피언1250 아이파크몰 용산점, 상상블럭아이파크몰점, 이모션캐슬 잉글리시, 식민지역사박물관, 자란다 키즈존, 과학동아천문대"
서울특별시,용산구,효창동,여행지,"백범김구기념관, 효창공원, 백범김구묘역, 효창공원백범김구묘역, 효창공원삼의사묘역, 용산구_1711-03서울유아숲체험장"
서울특별시,용산구,효창동,볼거리/놀거리/명소,"효창공원, 효창운동장, 하나테니스아카데미, 하나테니스파크, 합기도천지관, 이봉창 역사울림관"
서울특별시,용산구,효창동,취미생활,"퐁슬리공방, 패턴119, 서정플라워, 누코스모스, 취미상점, 서울 클레이"
서울특별시,용산구,효창동,맛집,"돈까스산골녹차냉면, mtl 효창, 구위 브런치바, 우스블랑, 다과상사, 한성옥해장국"
서울특별시,용산구,효창동,카페,"mtl 효창, 우스블랑, 다과상사, 베이커리합, 스타벅스 효창공원앞역점, 아포르"
서울특별시,용산구,효창동,아이와함께,"노인생애체험센터, 챔피언1250 아이파크몰 용산점, 상상블럭아이파크몰점, 이모션캐슬 잉글리시, 식민지역사박물관, 자란다 키즈존"
서울특별시,용산구,용문동,여행지,"백범김구기념관, 마포갈매기골목, 용산역광장, 과학동아천문대, 효창공원, 공덕동족발골목"
서울특별시,용산구,용문동,볼거리/놀거리/명소,"용문전통시장, 카페미우, 브랑쿠시, 커들위드커피, 비고미 베이커리, 더카페 용문사거리점"
서울특별시,용산구,용문동,취미생활,"서정플라워, 누코스모스"
서울특별시,용산구,용문동,맛집,"용문해장국, 노츠, 창성옥, 용문갈비, 브랑쿠시, 리틀갱스터"
서울특별시,용산구,용문동,카페,"브랑쿠시, 카페미우, 쿱 coop, 노빵노게인, 브레드 읍읍, 코트"
서울특별시,용산구,용문동,아이와함께,"챔피언1250 아이파크몰 용산점, 상상블럭아이파크몰점, 이모션캐슬 잉글리시, 식민지역사박물관, 자란다 키즈존, 과학동아천문대"
서울특별시,용산구,한강로동,여행지,"용산역광장, 과학동아천문대, 용리단길, 왜고개 성지, 용산어린이정원, 삼각지대구탕골목"
서울특별시,용산구,한강로동,볼거리/놀거리/명소,"아모레퍼시픽미술관, 아이파크몰 용산점, 챔피언1250 아이파크몰 용산점, 픽셀 퍼 인치, 상상블럭아이파크몰점, 미션브레이크 용산"
서울특별시,용산구,한강로동,취미생활,"정원생활문화연구소, 서정플라워, 누코스모스, 퐁슬리공방, 서이숲, 위글아트갤러리"
서울특별시,용산구,한강로동,맛집,"우우, 세광양대창 용산점, 청도미나리식당, 드포레 와인&비스트로, 몽탄, 파차마마 베이커리, 미미옥 신용산점, 효뜨"
서울특별시,용산구,한강로동,카페,"퍼멘트, 카토, 파차마마 베이커리, 도토리, 테디뵈르하우스, 삼각지스코프, 브레디포스트 용산, 올딧세"
